Sample Rate,2400000.0
6.75e-05,(-0.707106781187+0.707106781187j)
6.79166666667e-05,(-0.793353340291+0.608761429009j)
6.83333333333e-05,(-0.866025403784+0.5j)
6.875e-05,(-0.923879532511+0.382683432365j)
6.91666666667e-05,(-0.965925826289+0.258819045103j)
6.95833333333e-05,(-0.991444861374+0.13052619222j)
7e-05,(-1+4.4099664382e-15j)
7.04166666667e-05,(-0.991444861374-0.13052619222j)
7.08333333333e-05,(-0.965925826289-0.258819045103j)
7.125e-05,(-0.923879532511-0.382683432365j)
7.16666666667e-05,(-0.866025403784-0.5j)
7.20833333333e-05,(-0.793353340291-0.608761429009j)
7.25e-05,(-0.707106781187-0.707106781187j)
7.29166666667e-05,(-0.608761429009-0.793353340291j)
7.33333333333e-05,(-0.5-0.866025403784j)
7.375e-05,(-0.382683432365-0.923879532511j)
7.41666666667e-05,(-0.258819045103-0.965925826289j)
7.45833333333e-05,(-0.13052619222-0.991444861374j)
7.5e-05,(-2.69484193876e-15-1j)
7.54166666667e-05,(0.13052619222-0.991444861374j)
7.58333333333e-05,(0.258819045103-0.965925826289j)
7.625e-05,(0.382683432365-0.923879532511j)
7.66666666667e-05,(0.5-0.866025403784j)
7.70833333333e-05,(0.608761429009-0.793353340291j)
7.75e-05,(0.707106781187-0.707106781187j)
7.79166666667e-05,(0.793353340291-0.608761429009j)
7.83333333333e-05,(0.866025403784-0.5j)
7.875e-05,(0.923879532511-0.382683432365j)
7.91666666667e-05,(0.965925826289-0.258819045103j)
7.95833333333e-05,(0.991444861374-0.13052619222j)
8e-05,(1-4.53243111812e-15j)
8.04166666667e-05,(0.991444861374+0.13052619222j)
8.08333333333e-05,(0.965925826289+0.258819045103j)
8.125e-05,(0.923879532511+0.382683432365j)
8.16666666667e-05,(0.866025403784+0.5j)
8.20833333333e-05,(0.793353340291+0.608761429009j)
8.25e-05,(0.707106781187+0.707106781187j)
8.29166666667e-05,(0.608761429009+0.793353340291j)
8.33333333333e-05,(0.5+0.866025403784j)
8.375e-05,(0.382683432365+0.923879532511j)
8.41666666667e-05,(0.258819045103+0.965925826289j)
8.45833333333e-05,(0.13052619222+0.991444861374j)
8.5e-05,(2.81730661868e-15+1j)
8.54166666667e-05,(-0.13052619222+0.991444861374j)
8.58333333333e-05,(-0.258819045103+0.965925826289j)
8.625e-05,(-0.382683432365+0.923879532511j)
8.66666666667e-05,(-0.5+0.866025403784j)
8.70833333333e-05,(-0.608761429009+0.793353340291j)
8.75e-05,(-0.707106781187+0.707106781187j)
8.79166666667e-05,(-0.793353340291+0.608761429009j)
8.83333333333e-05,(-0.866025403784+0.5j)
8.875e-05,(-0.923879532511+0.382683432365j)
8.91666666667e-05,(-0.965925826289+0.258819045103j)
8.95833333333e-05,(-0.991444861374+0.13052619222j)
9e-05,(-1+1.10218211923e-15j)
9.04166666667e-05,(-0.991444861374-0.13052619222j)
9.08333333333e-05,(-0.965925826289-0.258819045103j)
9.125e-05,(-0.923879532511-0.382683432365j)
9.16666666667e-05,(-0.866025403784-0.5j)
9.20833333333e-05,(-0.793353340291-0.608761429009j)
9.25e-05,(-0.707106781187-0.707106781187j)
9.29166666667e-05,(-0.608761429009-0.793353340291j)
9.33333333333e-05,(-0.5-0.866025403784j)
9.375e-05,(-0.382683432365-0.923879532511j)
9.41666666667e-05,(-0.258819045103-0.965925826289j)
9.45833333333e-05,(-0.13052619222-0.991444861374j)
9.5e-05,(-2.93977129859e-15-1j)
9.54166666667e-05,(0.13052619222-0.991444861374j)
9.58333333333e-05,(0.258819045103-0.965925826289j)
9.625e-05,(0.382683432365-0.923879532511j)
9.66666666667e-05,(0.5-0.866025403784j)
9.70833333333e-05,(0.608761429009-0.793353340291j)
9.75e-05,(0.707106781187-0.707106781187j)
9.79166666667e-05,(0.793353340291-0.608761429009j)
9.83333333333e-05,(0.866025403784-0.5j)
9.875e-05,(0.923879532511-0.382683432365j)
9.91666666667e-05,(0.965925826289-0.258819045103j)
9.95833333333e-05,(0.991444861374-0.13052619222j)
0.0001,(1-1.22464679915e-15j)
0.000100416666667,(0.991444861374+0.13052619222j)
0.000100833333333,(0.965925826289+0.258819045103j)
0.00010125,(0.923879532511+0.382683432365j)
0.000101666666667,(0.866025403784+0.5j)
0.000102083333333,(0.793353340291+0.608761429009j)
0.0001025,(0.707106781187+0.707106781187j)
0.000102916666667,(0.608761429009+0.793353340291j)
0.000103333333333,(0.5+0.866025403784j)
0.00010375,(0.382683432365+0.923879532511j)
0.000104166666667,(0.258819045103+0.965925826289j)
0.000104583333333,(0.13052619222+0.991444861374j)
0.000105,(6.61494965731e-15+1j)
0.000105416666667,(-0.13052619222+0.991444861374j)
0.000105833333333,(-0.258819045103+0.965925826289j)
0.00010625,(-0.382683432365+0.923879532511j)
0.000106666666667,(-0.5+0.866025403784j)
0.000107083333333,(-0.608761429009+0.793353340291j)
0.0001075,(-0.707106781187+0.707106781187j)
0.000107916666667,(-0.793353340291+0.608761429009j)
0.000108333333333,(-0.866025403784+0.5j)
0.00010875,(-0.923879532511+0.382683432365j)
0.000109166666667,(-0.965925826289+0.258819045103j)
0.000109583333333,(-0.991444861374+0.13052619222j)
0.00011,(-1+4.89982515786e-15j)
0.000110416666667,(-0.991444861374-0.13052619222j)
0.000110833333333,(-0.965925826289-0.258819045103j)
0.00011125,(-0.923879532511-0.382683432365j)
0.000111666666667,(-0.866025403784-0.5j)
0.000112083333333,(-0.793353340291-0.608761429009j)
0.0001125,(-0.707106781187-0.707106781187j)
0.000112916666667,(-0.608761429009-0.793353340291j)
0.000113333333333,(-0.5-0.866025403784j)
0.00011375,(-0.382683432365-0.923879532511j)
0.000114166666667,(-0.258819045103-0.965925826289j)
0.000114583333333,(-0.13052619222-0.991444861374j)
0.000115,(-3.18470065842e-15-1j)
0.000115416666667,(0.13052619222-0.991444861374j)
0.000115833333333,(0.258819045103-0.965925826289j)
0.00011625,(0.382683432365-0.923879532511j)
0.000116666666667,(0.5-0.866025403784j)
0.000117083333333,(0.608761429009-0.793353340291j)
0.0001175,(0.707106781187-0.707106781187j)
0.000117916666667,(0.793353340291-0.608761429009j)
0.000118333333333,(0.866025403784-0.5j)
0.00011875,(0.923879532511-0.382683432365j)
0.000119166666667,(0.965925826289-0.258819045103j)
0.000119583333333,(0.991444861374-0.13052619222j)
0.00012,(1-1.46957615898e-15j)
0.000120416666667,(0.991444861374+0.13052619222j)
0.000120833333333,(0.965925826289+0.258819045103j)
0.00012125,(0.923879532511+0.382683432365j)
0.000121666666667,(0.866025403784+0.5j)
0.000122083333333,(0.793353340291+0.608761429009j)
0.0001225,(0.707106781187+0.707106781187j)
0.000122916666667,(0.608761429009+0.793353340291j)
0.000123333333333,(0.5+0.866025403784j)
0.00012375,(0.382683432365+0.923879532511j)
0.000124166666667,(0.258819045103+0.965925826289j)
0.000124583333333,(0.13052619222+0.991444861374j)
0.000125,(-2.45548340466e-16+1j)
0.000125416666667,(-0.13052619222+0.991444861374j)
0.000125833333333,(-0.258819045103+0.965925826289j)
0.00012625,(-0.382683432365+0.923879532511j)
0.000126666666667,(-0.5+0.866025403784j)
0.000127083333333,(-0.608761429009+0.793353340291j)
0.0001275,(-0.707106781187+0.707106781187j)
0.000127916666667,(-0.793353340291+0.608761429009j)
0.000128333333333,(-0.866025403784+0.5j)
0.00012875,(-0.923879532511+0.382683432365j)
0.000129166666667,(-0.965925826289+0.258819045103j)
0.000129583333333,(-0.991444861374+0.13052619222j)
0.00013,(-1-1.96067283991e-15j)
0.000130416666667,(-0.991444861374-0.13052619222j)
0.000130833333333,(-0.965925826289-0.258819045103j)
0.00013125,(-0.923879532511-0.382683432365j)
0.000131666666667,(-0.866025403784-0.5j)
0.000132083333333,(-0.793353340291-0.608761429009j)
0.0001325,(-0.707106781187-0.707106781187j)
0.000132916666667,(-0.608761429009-0.793353340291j)
0.000133333333333,(-0.5-0.866025403784j)
0.00013375,(-0.382683432365-0.923879532511j)
0.000134166666667,(-0.258819045103-0.965925826289j)
0.000134583333333,(-0.13052619222-0.991444861374j)
0.000135,(-3.42963001825e-15-1j)
0.000135416666667,(0.13052619222-0.991444861374j)
0.000135833333333,(0.258819045103-0.965925826289j)
0.00013625,(0.382683432365-0.923879532511j)
0.000136666666667,(0.5-0.866025403784j)
0.000137083333333,(0.608761429009-0.793353340291j)
0.0001375,(0.707106781187-0.707106781187j)
0.000137916666667,(0.793353340291-0.608761429009j)
0.000138333333333,(0.866025403784-0.5j)
0.00013875,(0.923879532511-0.382683432365j)
0.000139166666667,(0.965925826289-0.258819045103j)
0.000139583333333,(0.991444861374-0.13052619222j)
0.00014,(1-8.81993287641e-15j)
0.000140416666667,(0.991444861374+0.13052619222j)
0.000140833333333,(0.965925826289+0.258819045103j)
0.00014125,(0.923879532511+0.382683432365j)
0.000141666666667,(0.866025403784+0.5j)
0.000142083333333,(0.793353340291+0.608761429009j)
0.0001425,(0.707106781187+0.707106781187j)
0.000142916666667,(0.608761429009+0.793353340291j)
0.000143333333333,(0.5+0.866025403784j)
0.00014375,(0.382683432365+0.923879532511j)
0.000144166666667,(0.258819045103+0.965925826289j)
0.000144583333333,(0.13052619222+0.991444861374j)
0.000145,(7.10480837696e-15+1j)
0.000145416666667,(-0.13052619222+0.991444861374j)
0.000145833333333,(-0.258819045103+0.965925826289j)
0.00014625,(-0.382683432365+0.923879532511j)
0.000146666666667,(-0.5+0.866025403784j)
0.000147083333333,(-0.608761429009+0.793353340291j)
0.0001475,(-0.707106781187+0.707106781187j)
0.000147916666667,(-0.793353340291+0.608761429009j)
0.000148333333333,(-0.866025403784+0.5j)
0.00014875,(-0.923879532511+0.382683432365j)
0.000149166666667,(-0.965925826289+0.258819045103j)
0.000149583333333,(-0.991444861374+0.13052619222j)
0.00015,(-1+5.38968387752e-15j)
0.000150416666667,(-0.991444861374-0.13052619222j)
0.000150833333333,(-0.965925826289-0.258819045103j)
0.00015125,(-0.923879532511-0.382683432365j)
0.000151666666667,(-0.866025403784-0.5j)
0.000152083333333,(-0.793353340291-0.608761429009j)
0.0001525,(-0.707106781187-0.707106781187j)
0.000152916666667,(-0.608761429009-0.793353340291j)
0.000153333333333,(-0.5-0.866025403784j)
0.00015375,(-0.382683432365-0.923879532511j)
0.000154166666667,(-0.258819045103-0.965925826289j)
0.000154583333333,(-0.13052619222-0.991444861374j)
0.000155,(-3.67455937808e-15-1j)
0.000155416666667,(0.13052619222-0.991444861374j)
0.000155833333333,(0.258819045103-0.965925826289j)
0.00015625,(0.382683432365-0.923879532511j)
0.000156666666667,(0.5-0.866025403784j)
0.000157083333333,(0.608761429009-0.793353340291j)
0.0001575,(0.707106781187-0.707106781187j)
0.000157916666667,(0.793353340291-0.608761429009j)
0.000158333333333,(0.866025403784-0.5j)
0.00015875,(0.923879532511-0.382683432365j)
0.000159166666667,(0.965925826289-0.258819045103j)
0.000159583333333,(0.991444861374-0.13052619222j)
0.00016,(1-9.06486223624e-15j)
0.000160416666667,(0.991444861374+0.13052619222j)
0.000160833333333,(0.965925826289+0.258819045103j)
0.00016125,(0.923879532511+0.382683432365j)
0.000161666666667,(0.866025403784+0.5j)
0.000162083333333,(0.793353340291+0.608761429009j)
0.0001625,(0.707106781187+0.707106781187j)
0.000162916666667,(0.608761429009+0.793353340291j)
0.000163333333333,(0.5+0.866025403784j)
0.00016375,(0.382683432365+0.923879532511j)
0.000164166666667,(0.258819045103+0.965925826289j)
0.000164583333333,(0.13052619222+0.991444861374j)
0.000165,(7.34973773679e-15+1j)
0.000165416666667,(-0.13052619222+0.991444861374j)
0.000165833333333,(-0.258819045103+0.965925826289j)
0.00016625,(-0.382683432365+0.923879532511j)
0.000166666666667,(-0.5+0.866025403784j)
0.000167083333333,(-0.608761429009+0.793353340291j)
0.0001675,(-0.707106781187+0.707106781187j)
0.000167916666667,(-0.793353340291+0.608761429009j)
0.000168333333333,(-0.866025403784+0.5j)
0.00016875,(-0.923879532511+0.382683432365j)
0.000169166666667,(-0.965925826289+0.258819045103j)
0.000169583333333,(-0.991444861374+0.13052619222j)
0.00017,(-1+5.63461323735e-15j)
0.000170416666667,(-0.991444861374-0.13052619222j)
0.000170833333333,(-0.965925826289-0.258819045103j)
0.00017125,(-0.923879532511-0.382683432365j)
0.000171666666667,(-0.866025403784-0.5j)
0.000172083333333,(-0.793353340291-0.608761429009j)
0.0001725,(-0.707106781187-0.707106781187j)
0.000172916666667,(-0.608761429009-0.793353340291j)
0.000173333333333,(-0.5-0.866025403784j)
0.00017375,(-0.382683432365-0.923879532511j)
0.000174166666667,(-0.258819045103-0.965925826289j)
0.000174583333333,(-0.13052619222-0.991444861374j)
0.000175,(-3.91948873791e-15-1j)
0.000175416666667,(0.13052619222-0.991444861374j)
0.000175833333333,(0.258819045103-0.965925826289j)
0.00017625,(0.382683432365-0.923879532511j)
0.000176666666667,(0.5-0.866025403784j)
0.000177083333333,(0.608761429009-0.793353340291j)
0.0001775,(0.707106781187-0.707106781187j)
0.000177916666667,(0.793353340291-0.608761429009j)
0.000178333333333,(0.866025403784-0.5j)
0.00017875,(0.923879532511-0.382683432365j)
0.000179166666667,(0.965925826289-0.258819045103j)
0.000179583333333,(0.991444861374-0.13052619222j)
0.00018,(1-2.20436423847e-15j)
0.000180416666667,(0.991444861374+0.13052619222j)
0.000180833333333,(0.965925826289+0.258819045103j)
0.00018125,(0.923879532511+0.382683432365j)
0.000181666666667,(0.866025403784+0.5j)
0.000182083333333,(0.793353340291+0.608761429009j)
0.0001825,(0.707106781187+0.707106781187j)
0.000182916666667,(0.608761429009+0.793353340291j)
0.000183333333333,(0.5+0.866025403784j)
0.00018375,(0.382683432365+0.923879532511j)
0.000184166666667,(0.258819045103+0.965925826289j)
0.000184583333333,(0.13052619222+0.991444861374j)
0.000185,(7.59466709662e-15+1j)
0.000185416666667,(-0.13052619222+0.991444861374j)
0.000185833333333,(-0.258819045103+0.965925826289j)
0.00018625,(-0.382683432365+0.923879532511j)
0.000186666666667,(-0.5+0.866025403784j)
0.000187083333333,(-0.608761429009+0.793353340291j)
0.0001875,(-0.707106781187+0.707106781187j)
0.000187916666667,(-0.793353340291+0.608761429009j)
0.000188333333333,(-0.866025403784+0.5j)
0.00018875,(-0.923879532511+0.382683432365j)
0.000189166666667,(-0.965925826289+0.258819045103j)
0.000189583333333,(-0.991444861374+0.13052619222j)
0.00019,(-1+5.87954259718e-15j)
0.000190416666667,(-0.991444861374-0.13052619222j)
0.000190833333333,(-0.965925826289-0.258819045103j)
0.00019125,(-0.923879532511-0.382683432365j)
0.000191666666667,(-0.866025403784-0.5j)
0.000192083333333,(-0.793353340291-0.608761429009j)
0.0001925,(-0.707106781187-0.707106781187j)
0.000192916666667,(-0.608761429009-0.793353340291j)
0.000193333333333,(-0.5-0.866025403784j)
0.00019375,(-0.382683432365-0.923879532511j)
0.000194166666667,(-0.258819045103-0.965925826289j)
0.000194583333333,(-0.13052619222-0.991444861374j)
0.000195,(-4.16441809774e-15-1j)
0.000195416666667,(0.13052619222-0.991444861374j)
0.000195833333333,(0.258819045103-0.965925826289j)
0.00019625,(0.382683432365-0.923879532511j)
0.000196666666667,(0.5-0.866025403784j)
0.000197083333333,(0.608761429009-0.793353340291j)
0.0001975,(0.707106781187-0.707106781187j)
0.000197916666667,(0.793353340291-0.608761429009j)
0.000198333333333,(0.866025403784-0.5j)
0.00019875,(0.923879532511-0.382683432365j)
0.000199166666667,(0.965925826289-0.258819045103j)
0.000199583333333,(0.991444861374-0.13052619222j)
0.0002,(1-2.44929359829e-15j)
0.000200416666667,(0.991444861374+0.13052619222j)
0.000200833333333,(0.965925826289+0.258819045103j)
0.00020125,(0.923879532511+0.382683432365j)
0.000201666666667,(0.866025403784+0.5j)
0.000202083333333,(0.793353340291+0.608761429009j)
0.0002025,(0.707106781187+0.707106781187j)
0.000202916666667,(0.608761429009+0.793353340291j)
0.000203333333333,(0.5+0.866025403784j)
0.00020375,(0.382683432365+0.923879532511j)
0.000204166666667,(0.258819045103+0.965925826289j)
0.000204583333333,(0.13052619222+0.991444861374j)
0.000205,(7.83959645645e-15+1j)
0.000205416666667,(-0.13052619222+0.991444861374j)
0.000205833333333,(-0.258819045103+0.965925826289j)
0.00020625,(-0.382683432365+0.923879532511j)
0.000206666666667,(-0.5+0.866025403784j)
0.000207083333333,(-0.608761429009+0.793353340291j)
0.0002075,(-0.707106781187+0.707106781187j)
0.000207916666667,(-0.793353340291+0.608761429009j)
0.000208333333333,(-0.866025403784+0.5j)
0.00020875,(-0.923879532511+0.382683432365j)
0.000209166666667,(-0.965925826289+0.258819045103j)
0.000209583333333,(-0.991444861374+0.13052619222j)
0.00021,(-1+1.32298993146e-14j)
0.000210416666667,(-0.991444861374-0.13052619222j)
0.000210833333333,(-0.965925826289-0.258819045103j)
0.00021125,(-0.923879532511-0.382683432365j)
0.000211666666667,(-0.866025403784-0.5j)
0.000212083333333,(-0.793353340291-0.608761429009j)
0.0002125,(-0.707106781187-0.707106781187j)
0.000212916666667,(-0.608761429009-0.793353340291j)
0.000213333333333,(-0.5-0.866025403784j)
0.00021375,(-0.382683432365-0.923879532511j)
0.000214166666667,(-0.258819045103-0.965925826289j)
0.000214583333333,(-0.13052619222-0.991444861374j)
0.000215,(-4.40934745757e-15-1j)
0.000215416666667,(0.13052619222-0.991444861374j)
0.000215833333333,(0.258819045103-0.965925826289j)
0.00021625,(0.382683432365-0.923879532511j)
0.000216666666667,(0.5-0.866025403784j)
0.000217083333333,(0.608761429009-0.793353340291j)
0.0002175,(0.707106781187-0.707106781187j)
0.000217916666667,(0.793353340291-0.608761429009j)
0.000218333333333,(0.866025403784-0.5j)
0.00021875,(0.923879532511-0.382683432365j)
0.000219166666667,(0.965925826289-0.258819045103j)
0.000219583333333,(0.991444861374-0.13052619222j)
0.00022,(1-9.79965031573e-15j)
0.000220416666667,(0.991444861374+0.13052619222j)
0.000220833333333,(0.965925826289+0.258819045103j)
0.00022125,(0.923879532511+0.382683432365j)
0.000221666666667,(0.866025403784+0.5j)
0.000222083333333,(0.793353340291+0.608761429009j)
0.0002225,(0.707106781187+0.707106781187j)
0.000222916666667,(0.608761429009+0.793353340291j)
0.000223333333333,(0.5+0.866025403784j)
0.00022375,(0.382683432365+0.923879532511j)
0.000224166666667,(0.258819045103+0.965925826289j)
0.000224583333333,(0.13052619222+0.991444861374j)
0.000225,(1.51899531739e-14+1j)
0.000225416666667,(-0.13052619222+0.991444861374j)
0.000225833333333,(-0.258819045103+0.965925826289j)
0.00022625,(-0.382683432365+0.923879532511j)
0.000226666666667,(-0.5+0.866025403784j)
0.000227083333333,(-0.608761429009+0.793353340291j)
0.0002275,(-0.707106781187+0.707106781187j)
0.000227916666667,(-0.793353340291+0.608761429009j)
0.000228333333333,(-0.866025403784+0.5j)
0.00022875,(-0.923879532511+0.382683432365j)
0.000229166666667,(-0.965925826289+0.258819045103j)
0.000229583333333,(-0.991444861374+0.13052619222j)
0.00023,(-1+6.36940131684e-15j)
0.000230416666667,(-0.991444861374-0.13052619222j)
0.000230833333333,(-0.965925826289-0.258819045103j)
0.00023125,(-0.923879532511-0.382683432365j)
0.000231666666667,(-0.866025403784-0.5j)
0.000232083333333,(-0.793353340291-0.608761429009j)
0.0002325,(-0.707106781187-0.707106781187j)
0.000232916666667,(-0.608761429009-0.793353340291j)
0.000233333333333,(-0.5-0.866025403784j)
