Sample Rate,2400000.0
1.45833333333e-05,(0.00392156862745+0.00392156862745j)
1.5e-05,(-0.00392156862745-0.00392156862745j)
1.54166666667e-05,(-0.0117647058824-0.00392156862745j)
1.58333333333e-05,(-0.00392156862745+0.00392156862745j)
1.625e-05,(0.00392156862745-0.0117647058824j)
1.66666666667e-05,(0.00392156862745+0.00392156862745j)
1.70833333333e-05,(0.0117647058824-0.00392156862745j)
1.75e-05,(-0.00392156862745-0.00392156862745j)
1.79166666667e-05,(0.00392156862745+0.00392156862745j)
1.83333333333e-05,(0.0117647058824-0.00392156862745j)
1.875e-05,(0.00392156862745+0.00392156862745j)
1.91666666667e-05,(-0.00392156862745+0.00392156862745j)
1.95833333333e-05,(-0.0117647058824-0.0117647058824j)
2e-05,(0.0117647058824-0.0117647058824j)
2.04166666667e-05,(0.00392156862745+0.00392156862745j)
2.08333333333e-05,(-0.0117647058824-0.00392156862745j)
2.125e-05,(-0.0117647058824+0.00392156862745j)
2.16666666667e-05,(0.00392156862745-0.0117647058824j)
2.20833333333e-05,(0.00392156862745+0.00392156862745j)
2.25e-05,(-0.00392156862745+0.00392156862745j)
2.29166666667e-05,(-0.0117647058824-0.0117647058824j)
2.33333333333e-05,(0.00392156862745+0.00392156862745j)
2.375e-05,(-0.0117647058824+0.00392156862745j)
2.41666666667e-05,(0.00392156862745-0.0117647058824j)
2.45833333333e-05,(-0.00392156862745-0.0117647058824j)
2.5e-05,(0.00392156862745-0.00392156862745j)
2.54166666667e-05,(0.00392156862745+0.00392156862745j)
2.58333333333e-05,(-0.00392156862745-0.00392156862745j)
2.625e-05,(-0.00392156862745-0.0117647058824j)
2.66666666667e-05,(0.00392156862745+0.00392156862745j)
2.70833333333e-05,(0.00392156862745+0.00392156862745j)
2.75e-05,(-0.00392156862745-0.00392156862745j)
2.79166666667e-05,(-0.00392156862745-0.00392156862745j)
2.83333333333e-05,(0.0117647058824-0.00392156862745j)
2.875e-05,(0.00392156862745-0.00392156862745j)
2.91666666667e-05,(-0.00392156862745+0.00392156862745j)
2.95833333333e-05,(-0.0117647058824+0.00392156862745j)
3e-05,(-0.00392156862745+0.00392156862745j)
3.04166666667e-05,(0.0117647058824-0.00392156862745j)
3.08333333333e-05,(0.0117647058824-0.00392156862745j)
3.125e-05,(0.00392156862745+0.0196078431373j)
3.16666666667e-05,(-0.00392156862745+0.00392156862745j)
3.20833333333e-05,(-0.0117647058824+0.00392156862745j)
3.25e-05,(-0.0117647058824-0.0117647058824j)
3.29166666667e-05,(-0.0117647058824-0.0117647058824j)
3.33333333333e-05,(-0.00392156862745+0.00392156862745j)
3.375e-05,(0.00392156862745+0.00392156862745j)
3.41666666667e-05,(-0.00392156862745-0.00392156862745j)
3.45833333333e-05,(0.00392156862745-0.00392156862745j)
3.5e-05,(0.00392156862745-0.00392156862745j)
3.54166666667e-05,(0.00392156862745-0.00392156862745j)
3.58333333333e-05,(-0.00392156862745-0.0117647058824j)
3.625e-05,(-0.00392156862745-0.0117647058824j)
3.66666666667e-05,(-0.0117647058824+0.00392156862745j)
3.70833333333e-05,(-0.00392156862745+0.00392156862745j)
3.75e-05,(-0.00392156862745+0.00392156862745j)
3.79166666667e-05,(-0.00392156862745+0.00392156862745j)
3.83333333333e-05,(0.00392156862745-0.00392156862745j)
3.875e-05,(0.0196078431373-0.00392156862745j)
3.91666666667e-05,(-0.00392156862745-0.0117647058824j)
3.95833333333e-05,(-0.00392156862745-0.00392156862745j)
4e-05,(-0.00392156862745-0.00392156862745j)
4.04166666667e-05,(-0.00392156862745-0.00392156862745j)
4.08333333333e-05,(0.00392156862745-0.00392156862745j)
4.125e-05,(0.00392156862745+0.00392156862745j)
4.16666666667e-05,(-0.00392156862745+0.0196078431373j)
4.20833333333e-05,(-0.0117647058824+0.00392156862745j)
4.25e-05,(0.00392156862745-0.00392156862745j)
4.29166666667e-05,(-0.0117647058824+0.00392156862745j)
4.33333333333e-05,(-0.0117647058824+0.0117647058824j)
4.375e-05,(-0.00392156862745+0.00392156862745j)
4.41666666667e-05,(-0.0117647058824+0.00392156862745j)
4.45833333333e-05,(-0.0117647058824-0.00392156862745j)
4.5e-05,(-0.00392156862745-0.00392156862745j)
4.54166666667e-05,(0.00392156862745+0.00392156862745j)
4.58333333333e-05,(0.00392156862745+0.00392156862745j)
4.625e-05,(-0.00392156862745-0.0117647058824j)
4.66666666667e-05,(-0.0117647058824-0.0117647058824j)
4.70833333333e-05,(0.00392156862745-0.00392156862745j)
4.75e-05,(-0.0117647058824-0.0117647058824j)
4.79166666667e-05,(-0.00392156862745-0.0117647058824j)
4.83333333333e-05,(-0.0117647058824-0.00392156862745j)
4.875e-05,(-0.0196078431373-0.0117647058824j)
4.91666666667e-05,(-0.00392156862745-0.0117647058824j)
4.95833333333e-05,(0.00392156862745-0.0274509803922j)
5e-05,(-0.0117647058824+0.00392156862745j)
5.04166666667e-05,(-0.0117647058824+0.0117647058824j)
5.08333333333e-05,(0.00392156862745-0.00392156862745j)
5.125e-05,(-0.00392156862745-0.0117647058824j)
5.16666666667e-05,(0.00392156862745+0.00392156862745j)
5.20833333333e-05,(-0.00392156862745+0.00392156862745j)
5.25e-05,(0.00392156862745-0.0117647058824j)
5.29166666667e-05,(0.00392156862745-0.0117647058824j)
5.33333333333e-05,(-0.0117647058824-0.0196078431373j)
5.375e-05,(-0.00392156862745-0.0117647058824j)
5.41666666667e-05,(0.0117647058824-0.0117647058824j)
5.45833333333e-05,(0.00392156862745-0.0117647058824j)
5.5e-05,(-0.0117647058824-0.0196078431373j)
5.54166666667e-05,(-0.00392156862745+0.00392156862745j)
5.58333333333e-05,(0.0117647058824-0.00392156862745j)
5.625e-05,(0.00392156862745-0.00392156862745j)
5.66666666667e-05,(-0.00392156862745+0.00392156862745j)
5.70833333333e-05,(-0.00392156862745-0.00392156862745j)
5.75e-05,(0.00392156862745+0.00392156862745j)
5.79166666667e-05,(0.00392156862745-0.0117647058824j)
5.83333333333e-05,(-0.00392156862745-0.0117647058824j)
5.875e-05,(0.00392156862745+0.00392156862745j)
5.91666666667e-05,(0.0117647058824-0.00392156862745j)
5.95833333333e-05,(0.00392156862745+0.00392156862745j)
6e-05,(0.0117647058824+0.00392156862745j)
6.04166666667e-05,(-0.00392156862745+0.0117647058824j)
6.08333333333e-05,(0.0117647058824+0.00392156862745j)
6.125e-05,(-0.00392156862745+0.00392156862745j)
6.16666666667e-05,(-0.0117647058824-0.00392156862745j)
6.20833333333e-05,(-0.0196078431373+0.00392156862745j)
6.25e-05,(-0.0117647058824-0.00392156862745j)
6.29166666667e-05,(0.00392156862745-0.0117647058824j)
6.33333333333e-05,(-0.00392156862745-0.0117647058824j)
6.375e-05,(-0.0196078431373+0.0117647058824j)
6.41666666667e-05,(0.00392156862745+0.00392156862745j)
6.45833333333e-05,(0.0117647058824-0.00392156862745j)
6.5e-05,(0.0117647058824+0.00392156862745j)
6.54166666667e-05,(-0.00392156862745-0.00392156862745j)
6.58333333333e-05,(-0.00392156862745+0.0196078431373j)
6.625e-05,(0.00392156862745+0.00392156862745j)
6.66666666667e-05,(0.0117647058824-0.00392156862745j)
6.70833333333e-05,(0.00392156862745+0.00392156862745j)
6.75e-05,(-0.0117647058824+0.00392156862745j)
6.79166666667e-05,(-0.00392156862745+0.00392156862745j)
6.83333333333e-05,(0.00392156862745-0.00392156862745j)
6.875e-05,(-0.00392156862745-0.0117647058824j)
6.91666666667e-05,(-0.0117647058824+0.00392156862745j)
6.95833333333e-05,(0.0117647058824+0.0117647058824j)
7e-05,(0.00392156862745+0.00392156862745j)
7.04166666667e-05,(-0.00392156862745-0.0117647058824j)
7.08333333333e-05,(-0.0196078431373+0.00392156862745j)
7.125e-05,(0.00392156862745+0.0117647058824j)
7.16666666667e-05,(-0.00392156862745-0.00392156862745j)
7.20833333333e-05,(0.00392156862745-0.00392156862745j)
7.25e-05,(0.0117647058824-0.00392156862745j)
7.29166666667e-05,(-0.0117647058824+0.0117647058824j)
7.33333333333e-05,(-0.00392156862745-0.00392156862745j)
7.375e-05,(-0.00392156862745+0.00392156862745j)
7.41666666667e-05,(0.00392156862745+0.00392156862745j)
7.45833333333e-05,(-0.00392156862745+0.0117647058824j)
7.5e-05,(0.00392156862745+0.0117647058824j)
7.54166666667e-05,(-0.00392156862745-0.0117647058824j)
7.58333333333e-05,(-0.00392156862745-0.00392156862745j)
7.625e-05,(-0.00392156862745+0.0117647058824j)
7.66666666667e-05,(-0.00392156862745+0.0117647058824j)
7.70833333333e-05,(0.00392156862745+0.00392156862745j)
7.75e-05,(-0.00392156862745+0.00392156862745j)
7.79166666667e-05,(-0.0117647058824-0.00392156862745j)
7.83333333333e-05,(0.0117647058824+0.00392156862745j)
7.875e-05,(0.0117647058824-0.00392156862745j)
7.91666666667e-05,(0.00392156862745-0.00392156862745j)
7.95833333333e-05,(0.00392156862745+0.00392156862745j)
8e-05,(-0.00392156862745+0.00392156862745j)
8.04166666667e-05,(0.0117647058824-0.00392156862745j)
8.08333333333e-05,(0.00392156862745-0.00392156862745j)
8.125e-05,(-0.00392156862745-0.00392156862745j)
8.16666666667e-05,(0.0117647058824-0.0117647058824j)
8.20833333333e-05,(0.0117647058824-0.00392156862745j)
8.25e-05,(-0.00392156862745-0.0117647058824j)
8.29166666667e-05,(-0.00392156862745-0.00392156862745j)
8.33333333333e-05,(-0.00392156862745+0.0117647058824j)
8.375e-05,(-0.0117647058824+0.00392156862745j)
8.41666666667e-05,(0.00392156862745-0.00392156862745j)
8.45833333333e-05,(-0.00392156862745+0.00392156862745j)
8.5e-05,(0.0117647058824+0.0117647058824j)
8.54166666667e-05,(0.00392156862745+0.0117647058824j)
8.58333333333e-05,(0.00392156862745+0.00392156862745j)
8.625e-05,(-0.00392156862745-0.00392156862745j)
8.66666666667e-05,(0.00392156862745+0.0117647058824j)
8.70833333333e-05,(0.00392156862745-0.00392156862745j)
8.75e-05,(-0.00392156862745-0.00392156862745j)
8.79166666667e-05,(0.0117647058824+0.00392156862745j)
8.83333333333e-05,(-0.00392156862745-0.0117647058824j)
8.875e-05,(0.00392156862745-0.00392156862745j)
8.91666666667e-05,(0.0117647058824-0.0117647058824j)
8.95833333333e-05,(-0.00392156862745-0.00392156862745j)
9e-05,(-0.0117647058824+0.0117647058824j)
9.04166666667e-05,(0.00392156862745+0.00392156862745j)
9.08333333333e-05,(0.0117647058824-0.00392156862745j)
9.125e-05,(0.00392156862745+0.0117647058824j)
9.16666666667e-05,(-0.00392156862745+0.00392156862745j)
9.20833333333e-05,(-0.00392156862745+0.00392156862745j)
9.25e-05,(0.0117647058824+0.00392156862745j)
9.29166666667e-05,(-0.00392156862745-0.0117647058824j)
9.33333333333e-05,(-0.00392156862745-0.0117647058824j)
9.375e-05,(-0.00392156862745+0.00392156862745j)
9.41666666667e-05,(0.00392156862745+0.00392156862745j)
9.45833333333e-05,(0.00392156862745-0.00392156862745j)
9.5e-05,(0.00392156862745-0.00392156862745j)
9.54166666667e-05,(0.00392156862745+0.0196078431373j)
9.58333333333e-05,(-0.00392156862745+0.0117647058824j)
9.625e-05,(0.0117647058824+0.00392156862745j)
9.66666666667e-05,(0.00392156862745-0.00392156862745j)
9.70833333333e-05,(-0.00392156862745-0.00392156862745j)
9.75e-05,(0.00392156862745+0.00392156862745j)
9.79166666667e-05,(0.00392156862745+0.00392156862745j)
9.83333333333e-05,(0.0117647058824-0.00392156862745j)
9.875e-05,(-0.0117647058824-0.00392156862745j)
9.91666666667e-05,(0.0117647058824-0.0117647058824j)
9.95833333333e-05,(0.0196078431373+0.00392156862745j)
0.0001,(0.00392156862745+0.00392156862745j)
0.000100416666667,(-0.0117647058824-0.0117647058824j)
0.000100833333333,(0.00392156862745-0.0196078431373j)
0.00010125,(0.0117647058824-0.00392156862745j)
0.000101666666667,(0.00392156862745-0.0196078431373j)
0.000102083333333,(0.00392156862745+0.00392156862745j)
0.0001025,(-0.00392156862745+0.00392156862745j)
0.000102916666667,(-0.00392156862745-0.00392156862745j)
0.000103333333333,(-0.00392156862745-0.0117647058824j)
0.00010375,(0.0196078431373-0.0117647058824j)
0.000104166666667,(-0.00392156862745+0.00392156862745j)
0.000104583333333,(-0.00392156862745+0.00392156862745j)
0.000105,(0.00392156862745-0.0117647058824j)
0.000105416666667,(0.00392156862745-0.00392156862745j)
0.000105833333333,(0.00392156862745+0.00392156862745j)
0.000105833333333,(-0.00392156862745+0.00392156862745j)
0.001948,(0.0117647058824+0.0196078431373j)
0.00194841666667,(0.00392156862745-0.00392156862745j)
0.00194883333333,(-0.00392156862745-0.00392156862745j)
0.00194925,(-0.00392156862745-0.00392156862745j)
0.00194966666667,(0.00392156862745+0.00392156862745j)
0.00195008333333,(0.0117647058824-0.0117647058824j)
0.0019505,(-0.00392156862745-0.0117647058824j)
0.00195091666667,(0.0117647058824+0.00392156862745j)
0.00195133333333,(0.00392156862745+0.00392156862745j)
0.00195175,(0.00392156862745-0.00392156862745j)
0.00195216666667,(0.00392156862745-0.0117647058824j)
0.00195258333333,(-0.0117647058824+0.0117647058824j)
0.001953,(-0.00392156862745+0.00392156862745j)
0.00195341666667,(0.00392156862745-0.00392156862745j)
0.00195383333333,(0.0117647058824-0.0117647058824j)
0.00195425,(-0.0117647058824+0.00392156862745j)
0.00195466666667,(-0.0196078431373+0.00392156862745j)
0.00195508333333,(-0.0117647058824+0.00392156862745j)
0.0019555,(-0.0117647058824-0.0117647058824j)
0.00195591666667,(-0.00392156862745-0.0117647058824j)
0.00195633333333,(-0.0117647058824-0.00392156862745j)
0.00195675,(0.00392156862745-0.00392156862745j)
0.00195716666667,(0.0117647058824-0.0117647058824j)
0.00195758333333,(-0.00392156862745-0.0117647058824j)
0.001958,(-0.00392156862745-0.0117647058824j)
0.00195841666667,(-0.00392156862745-0.00392156862745j)
0.00195883333333,(0.00392156862745+0.00392156862745j)
0.00195925,(-0.00392156862745-0.0117647058824j)
0.00195966666667,(-0.00392156862745-0.0117647058824j)
0.00196008333333,(0.00392156862745+0.0117647058824j)
0.0019605,(0.00392156862745+0.0117647058824j)
0.00196091666667,(0.00392156862745+0.00392156862745j)
0.00196133333333,(0.0196078431373+0.0117647058824j)
0.00196175,(0.0117647058824+0.00392156862745j)
0.00196216666667,(0.00392156862745+0.00392156862745j)
0.00196258333333,(0.00392156862745-0.0117647058824j)
0.001963,(0.00392156862745-0.0117647058824j)
0.00196341666667,(0.00392156862745-0.00392156862745j)
0.00196383333333,(0.00392156862745-0.00392156862745j)
0.00196425,(0.0117647058824-0.00392156862745j)
0.00196466666667,(0.00392156862745-0.0196078431373j)
0.00196508333333,(-0.00392156862745-0.0117647058824j)
0.0019655,(-0.00392156862745+0.00392156862745j)
0.00196591666667,(0.00392156862745-0.00392156862745j)
0.00196633333333,(0.0117647058824+0.00392156862745j)
0.00196675,(0.0117647058824+0.00392156862745j)
0.00196716666667,(-0.00392156862745+0.00392156862745j)
0.00196758333333,(0.00392156862745+0.00392156862745j)
0.001968,(-0.00392156862745-0.00392156862745j)
0.00196841666667,(-0.00392156862745-0.0117647058824j)
0.00196883333333,(0.0117647058824-0.0117647058824j)
0.00196925,(0.0117647058824+0.00392156862745j)
0.00196966666667,(-0.00392156862745-0.0117647058824j)
0.00197008333333,(0.00392156862745-0.0117647058824j)
0.0019705,(-0.0117647058824+0.00392156862745j)
0.00197091666667,(-0.0117647058824+0.00392156862745j)
0.00197133333333,(0.00392156862745-0.00392156862745j)
0.00197175,(0.00392156862745+0.00392156862745j)
0.00197216666667,(-0.00392156862745-0.0117647058824j)
0.00197258333333,(-0.0117647058824+0.00392156862745j)
0.001973,(0.0117647058824-0.00392156862745j)
0.00197341666667,(-0.00392156862745-0.0117647058824j)
0.00197383333333,(0.0117647058824-0.00392156862745j)
0.00197425,(0.0117647058824-0.00392156862745j)
0.00197466666667,(0.00392156862745+0.0117647058824j)
0.00197508333333,(0.0196078431373+0.00392156862745j)
0.0019755,(-0.00392156862745+0.00392156862745j)
0.00197591666667,(0.00392156862745+0.0117647058824j)
0.00197633333333,(0.00392156862745+0.00392156862745j)
0.00197675,(0.00392156862745-0.00392156862745j)
0.00197716666667,(0.0117647058824-0.00392156862745j)
0.00197758333333,(-0.00392156862745-0.00392156862745j)
0.001978,(-0.0117647058824-0.0196078431373j)
0.00197841666667,(-0.00392156862745-0.00392156862745j)
0.00197883333333,(0.00392156862745+0.00392156862745j)
0.00197925,(-0.00392156862745-0.00392156862745j)
0.00197966666667,(-0.00392156862745+0.00392156862745j)
0.00198008333333,(0.00392156862745-0.00392156862745j)
0.0019805,(0.00392156862745-0.00392156862745j)
0.00198091666667,(-0.0117647058824-0.00392156862745j)
0.00198133333333,(-0.00392156862745+0.0117647058824j)
0.00198175,(0.00392156862745+0.00392156862745j)
0.00198216666667,(-0.00392156862745-0.00392156862745j)
0.00198258333333,(-0.00392156862745-0.00392156862745j)
0.001983,(0.00392156862745+0.0117647058824j)
0.00198341666667,(0.00392156862745+0.0274509803922j)
0.00198383333333,(-0.0117647058824+0.00392156862745j)
0.00198425,(-0.00392156862745+0.00392156862745j)
0.00198466666667,(-0.00392156862745+0.00392156862745j)
0.00198508333333,(0.00392156862745-0.00392156862745j)
0.0019855,(0.0117647058824-0.00392156862745j)
0.00198591666667,(-0.00392156862745-0.00392156862745j)
0.00198633333333,(-0.0196078431373+0.0117647058824j)
0.00198675,(-0.00392156862745+0.0117647058824j)
0.00198716666667,(0.00392156862745+0.0117647058824j)
0.00198758333333,(-0.00392156862745-0.00392156862745j)
0.001988,(0.00392156862745+0.00392156862745j)
0.00198841666667,(0.00392156862745+0.0117647058824j)
0.00198883333333,(0.0117647058824+0.0117647058824j)
0.00198925,(0.00392156862745-0.00392156862745j)
0.00198966666667,(0.0117647058824-0.0117647058824j)
0.00199008333333,(0.0117647058824+0.00392156862745j)
0.0019905,(0.00392156862745+0.00392156862745j)
0.00199091666667,(0.0117647058824-0.00392156862745j)
0.00199133333333,(0.00392156862745-0.00392156862745j)
0.00199175,(-0.0196078431373-0.00392156862745j)
0.00199216666667,(-0.00392156862745+0.0117647058824j)
0.00199258333333,(0.00392156862745-0.00392156862745j)
0.001993,(-0.00392156862745+0.00392156862745j)
0.00199341666667,(-0.00392156862745+0.00392156862745j)
0.00199383333333,(-0.00392156862745+0.0274509803922j)
0.00199425,(0.00392156862745+0.0196078431373j)
0.00199466666667,(0.0117647058824-0.0117647058824j)
0.00199508333333,(-0.0117647058824-0.00392156862745j)
0.0019955,(-0.00392156862745+0.00392156862745j)
0.00199591666667,(0.00392156862745-0.00392156862745j)
0.00199633333333,(0.00392156862745+0.00392156862745j)
0.00199675,(0.0117647058824-0.0117647058824j)
0.00199716666667,(0.00392156862745-0.0117647058824j)
0.00199758333333,(0.00392156862745+0.0117647058824j)
0.001998,(-0.00392156862745-0.00392156862745j)
0.00199841666667,(0.00392156862745-0.00392156862745j)
0.00199883333333,(-0.00392156862745-0.0117647058824j)
0.00199925,(-0.0117647058824+0.0117647058824j)
0.00199966666667,(-0.00392156862745+0.00392156862745j)
0.00200008333333,(-0.0117647058824-0.0117647058824j)
0.0020005,(-0.00392156862745+0.00392156862745j)
0.00200091666667,(-0.00392156862745-0.00392156862745j)
0.00200133333333,(0.00392156862745+0.00392156862745j)
0.00200175,(0.0117647058824-0.00392156862745j)
0.00200216666667,(0.00392156862745+0.00392156862745j)
0.00200258333333,(-0.00392156862745-0.00392156862745j)
0.002003,(0.00392156862745-0.0117647058824j)
0.00200341666667,(0.00392156862745+0.00392156862745j)
0.00200383333333,(-0.00392156862745-0.0117647058824j)
0.00200425,(0.00392156862745-0.0117647058824j)
0.00200466666667,(-0.00392156862745-0.0117647058824j)
0.00200508333333,(-0.0117647058824-0.00392156862745j)
0.0020055,(-0.00392156862745-0.0196078431373j)
0.00200591666667,(-0.00392156862745-0.00392156862745j)
0.00200633333333,(-0.0117647058824-0.00392156862745j)
0.00200675,(-0.0196078431373+0.00392156862745j)
0.00200716666667,(-0.00392156862745+0.0117647058824j)
0.00200758333333,(-0.00392156862745-0.00392156862745j)
0.002008,(-0.00392156862745+0.00392156862745j)
0.00200841666667,(-0.0117647058824+0.00392156862745j)
0.00200883333333,(-0.00392156862745+0.0117647058824j)
0.00200925,(0.0117647058824-0.00392156862745j)
0.00200966666667,(-0.00392156862745-0.0117647058824j)
0.00201008333333,(0.00392156862745+0.00392156862745j)
0.0020105,(-0.00392156862745-0.00392156862745j)
0.00201091666667,(0.00392156862745-0.00392156862745j)
0.00201133333333,(-0.00392156862745-0.0117647058824j)
0.00201175,(0.00392156862745-0.0196078431373j)
0.00201216666667,(-0.00392156862745-0.0117647058824j)
0.00201258333333,(-0.00392156862745-0.00392156862745j)
0.002013,(-0.00392156862745+0.00392156862745j)
0.00201341666667,(-0.00392156862745-0.00392156862745j)
0.00201383333333,(0.00392156862745-0.0117647058824j)
0.00201425,(-0.00392156862745-0.00392156862745j)
0.00201466666667,(-0.00392156862745+0.0117647058824j)
0.00201508333333,(0.00392156862745-0.0117647058824j)
0.0020155,(-0.00392156862745+0.00392156862745j)
0.00201591666667,(0.00392156862745-0.0117647058824j)
0.00201633333333,(0.00392156862745-0.00392156862745j)
0.00201675,(-0.0117647058824+0.00392156862745j)
0.00201716666667,(0.00392156862745-0.00392156862745j)
0.00201758333333,(0.0117647058824-0.0117647058824j)
0.002018,(0.00392156862745-0.00392156862745j)
0.00201841666667,(0.0117647058824+0.0117647058824j)
0.00201883333333,(-0.0117647058824+0.0117647058824j)
0.00201925,(-0.0117647058824-0.00392156862745j)
0.00201966666667,(-0.0117647058824-0.00392156862745j)
0.00202008333333,(-0.00392156862745-0.0117647058824j)
0.0020205,(-0.00392156862745+0.00392156862745j)
0.00202091666667,(-0.00392156862745+0.00392156862745j)
0.00202133333333,(-0.00392156862745+0.00392156862745j)
0.00202175,(-0.00392156862745+0.0117647058824j)
0.00202216666667,(-0.0117647058824+0.00392156862745j)
0.00202258333333,(0.00392156862745-0.00392156862745j)
0.002023,(0.00392156862745-0.00392156862745j)
0.00202341666667,(0.00392156862745+0.00392156862745j)
0.00202383333333,(-0.0117647058824-0.00392156862745j)
0.00202425,(-0.00392156862745+0.00392156862745j)
0.00202466666667,(-0.00392156862745+0.00392156862745j)
0.00202508333333,(-0.0117647058824-0.00392156862745j)
0.0020255,(-0.0117647058824-0.0117647058824j)
0.00202591666667,(-0.0117647058824-0.00392156862745j)
0.00202633333333,(-0.0117647058824+0.0117647058824j)
0.00202675,(-0.0196078431373-0.00392156862745j)
0.00202716666667,(-0.0117647058824-0.0117647058824j)
0.00202758333333,(-0.00392156862745+0.00392156862745j)
0.002028,(-0.00392156862745+0.00392156862745j)
0.00202841666667,(0.00392156862745+0.0117647058824j)
0.00202883333333,(0.00392156862745+0.00392156862745j)
0.00202925,(-0.00392156862745-0.00392156862745j)
0.00202966666667,(0.00392156862745+0.00392156862745j)
0.00203008333333,(-0.00392156862745+0.00392156862745j)
0.0020305,(0.0117647058824-0.00392156862745j)
0.00203091666667,(0.00392156862745+0.00392156862745j)
0.00203133333333,(-0.00392156862745+0.00392156862745j)
0.00203175,(-0.00392156862745+0.00392156862745j)
0.00203216666667,(0.0117647058824-0.00392156862745j)
0.00203258333333,(0.00392156862745-0.0117647058824j)
0.002033,(-0.0117647058824+0.00392156862745j)
0.00203341666667,(-0.0117647058824+0.00392156862745j)
0.00203383333333,(0.00392156862745+0.00392156862745j)
0.00203425,(0.00392156862745+0.0117647058824j)
0.00203466666667,(-0.0117647058824+0.00392156862745j)
0.00203508333333,(-0.0117647058824-0.00392156862745j)
0.0020355,(-0.00392156862745+0.00392156862745j)
0.00203591666667,(0.00392156862745-0.00392156862745j)
0.00203633333333,(0.00392156862745-0.0117647058824j)
0.00203675,(-0.00392156862745-0.00392156862745j)
0.00203716666667,(-0.00392156862745+0.00392156862745j)
0.00203758333333,(0.0117647058824-0.00392156862745j)
0.002038,(0.0117647058824-0.00392156862745j)
0.00203841666667,(-0.0117647058824-0.0117647058824j)
0.00203883333333,(-0.00392156862745-0.00392156862745j)
0.00203925,(-0.0117647058824+0.00392156862745j)
0.00203966666667,(-0.00392156862745-0.0117647058824j)
0.00204008333333,(-0.00392156862745-0.0196078431373j)
0.0020405,(-0.00392156862745+0.00392156862745j)
0.00204091666667,(0.00392156862745+0.00392156862745j)
0.00204133333333,(-0.00392156862745+0.00392156862745j)
0.00204175,(-0.00392156862745+0.0117647058824j)
0.00204216666667,(-0.0117647058824-0.00392156862745j)
0.00204258333333,(0.00392156862745-0.00392156862745j)
0.002043,(-0.0117647058824+0.00392156862745j)
0.00204341666667,(0.00392156862745-0.00392156862745j)
0.00204383333333,(-0.00392156862745-0.0117647058824j)
0.00204425,(-0.0117647058824+0.00392156862745j)
0.00204466666667,(0.00392156862745-0.00392156862745j)
0.00204508333333,(0.00392156862745+0.00392156862745j)
0.0020455,(-0.00392156862745-0.00392156862745j)
0.00204591666667,(0.00392156862745+0.00392156862745j)
0.00204633333333,(-0.00392156862745+0.00392156862745j)
0.00204675,(-0.0117647058824+0.00392156862745j)
0.00204716666667,(-0.00392156862745+0.0117647058824j)
0.00204758333333,(-0.00392156862745-0.0117647058824j)
0.002048,(-0.0117647058824+0.00392156862745j)
0.00204841666667,(0.00392156862745+0.0117647058824j)
0.00204883333333,(-0.0117647058824+0.0196078431373j)
0.00204925,(-0.0117647058824+0.00392156862745j)
0.00204966666667,(-0.0117647058824+0.00392156862745j)
0.00205008333333,(0.00392156862745+0.0117647058824j)
0.0020505,(0.00392156862745+0.00392156862745j)
0.00205091666667,(0.0196078431373-0.00392156862745j)
0.00205133333333,(-0.00392156862745-0.00392156862745j)
